,이름,년도,팀,war,경기수,완봉,완투,선발,승,패,세이브,홀드,inning,실점,ERA,FIP,WHIP,ERA_plus,FIP_plus,자책,볼넷,홈런,삼진,연봉
1856,김태영,15,K,0.27,27.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,26.0,16.0,5.19,4.19,1.69,95.0,118.9,15.0,8.0,3.0,30.0,8800.0
1857,성영훈,9,두,0.27,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.2,6.0,3.38,3.0,1.31,140.8,158.3,4.0,4.0,0.0,7.0,0.0
1858,박정배,18,S,0.27,49.0,0.0,0.0,0.0,1.0,3.0,9.0,2.0,44.2,30.0,5.84,5.29,1.41,90.0,101.1,29.0,12.0,9.0,44.0,14000.0
1859,김문수,7,삼,0.27,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,2.25,4.33,0.83,174.2,90.5,3.0,2.0,1.0,5.0,2300.0
1860,이재영,13,S,0.27,44.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,43.2,30.0,5.56,5.23,1.44,78.0,83.0,27.0,24.0,5.0,35.0,12000.0
1861,김태훈,16,S,0.27,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,14.2,7.0,4.3,5.7,1.84,121.5,91.9,7.0,12.0,1.0,9.0,2700.0
1862,전우엽,10,K,0.27,12.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,41.0,29.0,5.71,5.19,1.71,79.9,87.9,26.0,23.0,5.0,37.0,0.0
1863,박근홍,5,K,0.26,46.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,40.1,32.0,6.47,3.86,2.01,65.7,110.2,29.0,33.0,0.0,37.0,0.0
1864,신윤호,7,L,0.26,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,7.0,4.5,2.97,2.0,86.3,130.6,7.0,8.0,0.0,11.0,6600.0
1865,하리칼라,7,L,0.26,16.0,1.0,1.0,16.0,6.0,8.0,0.0,0.0,86.1,60.0,5.21,4.5,1.77,74.5,86.3,50.0,38.0,6.0,24.0,0.0
1866,서재응,14,K,0.26,16.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,32.1,25.0,6.4,6.36,1.7,81.5,82.8,23.0,10.0,6.0,18.0,20000.0
1867,유희관,9,두,0.26,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,7.0,4.05,4.24,1.65,117.3,112.1,6.0,7.0,1.0,10.0,0.0
1868,김사율,3,롯,0.26,20.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,36.1,23.0,5.45,5.04,1.57,77.7,84.0,22.0,15.0,5.0,15.0,4500.0
1869,임대한,16,삼,0.26,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,18.0,5.14,5.51,1.68,102.5,94.5,16.0,14.0,2.0,13.0,2700.0
1870,이대환,3,현,0.26,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.1,11.0,2.66,4.87,1.33,162.7,88.6,6.0,7.0,2.0,8.0,2200.0
1871,위재영,4,현,0.26,10.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,28.2,18.0,4.71,5.01,1.5,92.0,86.5,15.0,15.0,3.0,14.0,9750.0
1872,박민호,15,S,0.26,20.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,27.1,18.0,4.28,5.85,1.28,112.8,83.6,13.0,9.0,4.0,12.0,4000.0
1873,김진우,16,K,0.26,11.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,15.0,8.0,4.8,6.26,1.4,107.9,83.4,8.0,5.0,3.0,10.0,12000.0
1874,김대우,11,넥,0.26,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,20.0,6.0,3.56,1.67,68.5,115.4,18.0,19.0,0.0,28.0,0.0
1875,임정우,11,S,0.26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2,0.0,0.0,3.37,1.06,0.0,121.9,0.0,3.0,0.0,4.0,0.0
1876,이명우,2,롯,0.26,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,8.0,3.86,4.41,0.86,109.1,95.4,7.0,6.0,2.0,12.0,0.0
1877,장문석,8,K,0.26,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,5.4,3.55,1.4,75.9,115.5,12.0,6.0,0.0,11.0,9800.0
1878,김경태,5,S,0.26,42.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,34.0,24.0,5.03,4.07,1.77,82.1,101.4,19.0,15.0,3.0,24.0,3600.0
1879,이용찬,16,두,0.26,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.2,2.0,2.7,2.29,1.05,189.3,228.4,2.0,0.0,0.0,5.0,14500.0
1880,고원준,13,롯,0.25,13.0,0.0,0.0,10.0,1.0,4.0,0.0,0.0,51.1,37.0,5.61,4.81,1.68,77.9,90.9,32.0,22.0,4.0,26.0,9000.0
1881,김정수,3,한,0.25,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,6.0,4.15,3.91,1.85,100.4,106.9,6.0,6.0,0.0,3.0,7000.0
1882,성영재,4,L,0.25,16.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,5.0,3.46,4.72,1.39,121.3,89.0,5.0,4.0,2.0,6.0,5000.0
1883,강상수,2,롯,0.25,39.0,0.0,0.0,2.0,2.0,7.0,7.0,2.0,55.0,34.0,4.58,5.18,1.8,91.8,81.2,28.0,36.0,6.0,33.0,9700.0
1884,마일영,9,히,0.25,27.0,0.0,0.0,20.0,5.0,8.0,0.0,1.0,97.1,76.0,6.93,5.98,1.8,69.6,80.7,75.0,48.0,17.0,51.0,11000.0
1885,노승욱,5,롯,0.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,3.0,3.12,2.79,1.15,132.2,147.9,3.0,2.0,0.0,7.0,4000.0
1886,정대훈,14,한,0.25,34.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,42.1,38.0,7.23,6.05,1.84,75.0,87.4,34.0,14.0,4.0,14.0,3300.0
1887,임준혁,9,K,0.25,29.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,38.2,32.0,6.75,4.56,1.97,69.9,103.5,29.0,27.0,3.0,32.0,3800.0
1888,금민철,16,넥,0.25,14.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,26.1,16.0,5.13,4.7,1.71,102.4,110.2,15.0,9.0,2.0,16.0,7900.0
1889,임진우,11,삼,0.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,7.0,4.4,3.96,1.47,94.9,105.4,7.0,4.0,1.0,10.0,3000.0
1890,우규민,5,L,0.25,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2,2.0,1.17,3.15,1.17,354.7,132.4,1.0,2.0,0.0,4.0,2500.0
1891,홍상삼,18,두,0.25,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2,7.0,4.3,5.61,1.71,117.7,90.8,7.0,12.0,1.0,13.0,9000.0
1892,김영준,18,L,0.25,14.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,20.2,12.0,4.35,6.79,1.65,115.8,74.0,10.0,15.0,3.0,16.0,2700.0
1893,임현준,11,삼,0.25,29.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,17.1,8.0,3.12,4.81,1.85,133.9,86.8,6.0,12.0,1.0,9.0,0.0
1894,곽채진,3,두,0.25,11.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,35.1,25.0,5.86,4.37,1.33,71.0,95.1,23.0,4.0,4.0,11.0,3600.0
1895,김승현,17,삼,0.25,41.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.2,31.0,5.77,6.87,1.95,87.9,73.2,28.0,34.0,7.0,37.0,2900.0
1896,우규민,9,L,0.25,30.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,36.1,28.0,5.7,4.87,1.71,83.6,97.9,23.0,16.0,3.0,22.0,7800.0
1897,권오준,19,삼,0.25,43.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,43.0,25.0,5.23,5.29,1.42,82.9,81.4,25.0,12.0,7.0,26.0,15000.0
1898,송은범,5,S,0.24,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2,0.0,0.0,2.37,0.64,0.0,174.1,0.0,1.0,0.0,3.0,3200.0
1899,윤지웅,11,넥,0.24,53.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,28.2,15.0,4.08,5.15,1.67,100.7,79.9,13.0,14.0,4.0,19.0,0.0
1900,정대훈,13,한,0.24,13.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,15.0,6.0,3.6,5.48,1.67,120.5,79.2,6.0,8.0,0.0,2.0,2700.0
1901,허준혁,11,롯,0.24,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,10.0,4.82,4.64,1.13,87.0,90.5,10.0,8.0,1.0,8.0,3000.0
1902,조규제,3,현,0.24,36.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,40.0,26.0,5.63,5.29,1.78,76.8,81.8,25.0,32.0,6.0,41.0,13000.0
1903,노경은,3,두,0.24,5.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,19.2,9.0,4.12,5.4,1.22,101.0,76.9,9.0,12.0,2.0,8.0,0.0
1904,정대현,16,롯,0.24,24.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,17.1,10.0,5.19,7.14,2.14,100.6,73.5,10.0,13.0,3.0,7.0,32000.0
1905,이정민,17,롯,0.24,24.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,26.2,17.0,5.4,6.59,1.54,93.3,76.5,16.0,9.0,5.0,11.0,15000.0
1906,이정훈,10,롯,0.24,43.0,0.0,0.0,0.0,3.0,9.0,1.0,5.0,46.0,39.0,6.85,4.42,1.63,67.5,104.7,35.0,19.0,4.0,27.0,7200.0
1907,이상백,14,S,0.24,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.1,7.0,4.4,6.3,1.33,116.1,83.1,7.0,6.0,3.0,14.0,0.0
1908,김수완,11,롯,0.24,24.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,35.0,29.0,6.69,3.65,1.8,62.8,115.0,26.0,17.0,2.0,29.0,4000.0
1909,김선규,10,S,0.24,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.1,19.0,5.93,5.08,1.61,76.7,89.5,18.0,14.0,2.0,14.0,0.0
1910,경헌호,10,L,0.24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.69,1.0,0.0,269.7,0.0,0.0,0.0,4.0,6500.0
1911,류제국,17,L,0.24,25.0,0.0,0.0,25.0,8.0,6.0,0.0,0.0,131.1,87.0,5.35,4.79,1.49,90.5,101.6,78.0,55.0,10.0,107.0,35000.0
1912,이영하,17,두,0.24,20.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,35.2,22.0,5.55,6.79,1.65,86.7,69.8,22.0,16.0,8.0,26.0,2700.0
1913,김명성,13,두,0.24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.09,3.62,1.27,104.0,117.4,5.0,7.0,0.0,9.0,2600.0
1914,전유수,9,히,0.24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,4.0,3.86,3.72,1.61,125.1,129.7,4.0,3.0,0.0,2.0,0.0
1915,김건한,16,삼,0.24,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,9.2,5.0,3.72,4.93,1.24,141.6,105.7,4.0,3.0,1.0,7.0,900000.0
1916,박석진,6,삼,0.24,26.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,22.1,13.0,4.84,3.82,1.84,74.8,94.7,12.0,4.0,2.0,11.0,15000.0
1917,노승욱,6,롯,0.24,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.2,9.0,4.58,3.72,1.42,76.4,94.2,9.0,4.0,2.0,10.0,4000.0
1918,서동환,11,두,0.24,11.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,22.0,11.0,4.5,5.24,1.64,91.0,78.2,11.0,11.0,2.0,13.0,2400.0
1919,이현승,16,두,0.24,56.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,57.2,36.0,4.84,5.27,1.42,105.6,94.5,31.0,17.0,8.0,41.0,40000.0
1920,윤규진,16,한,0.24,41.0,0.0,0.0,16.0,7.0,7.0,1.0,3.0,100.1,78.0,6.82,6.54,1.78,77.0,80.3,76.0,54.0,19.0,74.0,17000.0
1921,허준혁,10,롯,0.24,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,16.0,6.43,4.19,1.71,72.0,110.4,15.0,7.0,2.0,14.0,2600.0
1922,에반,15,K,0.23,16.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,26.1,15.0,4.44,3.31,1.63,111.0,150.2,13.0,13.0,0.0,25.0,900000.0
1923,박장희,2,현,0.23,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,6.14,4.18,1.55,69.6,102.1,15.0,6.0,3.0,17.0,5000.0
1924,박정배,15,S,0.23,24.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,25.1,15.0,5.33,4.37,1.5,90.6,111.0,15.0,13.0,3.0,28.0,8000.0
1925,김홍집,2,한,0.23,39.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,26.1,15.0,4.44,5.39,1.48,97.8,80.6,13.0,9.0,4.0,17.0,3700.0
1926,최상덕,9,한,0.23,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.2,8.0,6.75,2.72,1.41,72.5,180.0,8.0,1.0,1.0,9.0,4000.0
1927,김성배,11,두,0.23,31.0,0.0,0.0,6.0,1.0,5.0,2.0,4.0,52.0,38.0,5.88,4.23,1.65,69.6,96.8,34.0,20.0,4.0,29.0,3500.0
1928,노장진,6,롯,0.23,42.0,0.0,0.0,0.0,3.0,4.0,6.0,5.0,48.1,25.0,4.66,4.77,1.66,75.3,73.5,25.0,36.0,5.0,32.0,30000.0
1929,김명찬,16,K,0.23,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,4.85,4.41,1.62,106.9,118.6,7.0,4.0,1.0,10.0,2900.0
1930,이정민,12,롯,0.23,14.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,33.0,21.0,5.18,4.04,1.7,74.0,94.8,19.0,12.0,2.0,14.0,4500.0
1931,이우선,13,삼,0.23,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,3.27,4.62,1.46,130.9,92.7,4.0,5.0,0.0,2.0,5500.0
1932,엄상백,15,k,0.23,28.0,0.0,0.0,22.0,5.0,6.0,0.0,0.0,100.0,77.0,6.66,5.81,1.77,75.5,84.2,74.0,50.0,15.0,78.0,6000.0
1933,이원식,5,L,0.23,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,8.0,3.38,4.52,1.63,123.4,92.2,6.0,7.0,2.0,13.0,5100.0
1934,신승현,2,S,0.23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.0,0.0,1.59,0.71,0.0,264.6,0.0,0.0,0.0,4.0,0.0
1935,김성현,9,히,0.23,27.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,65.2,53.0,7.13,5.76,1.75,67.7,83.8,52.0,43.0,10.0,48.0,2300.0
1936,에서튼,7,K,0.23,6.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,32.0,16.0,4.22,5.52,1.25,93.2,71.2,15.0,12.0,8.0,24.0,0.0
1937,권혁,18,한,0.23,16.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,11.0,6.0,4.91,5.29,1.18,107.9,101.5,6.0,4.0,2.0,11.0,45000.0
1938,이대진,9,K,0.23,10.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,42.2,31.0,6.33,5.67,1.57,74.5,83.2,30.0,22.0,6.0,25.0,10000.0
1939,전유수,16,S,0.22,46.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,54.1,38.0,5.13,4.95,1.77,101.7,106.1,31.0,29.0,6.0,45.0,13000.0
1940,이준호,2,삼,0.22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.25,3.75,0.88,191.7,115.0,2.0,1.0,1.0,5.0,2600.0
1941,변인재,3,롯,0.22,26.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,37.0,25.0,4.62,5.0,1.35,91.6,84.6,19.0,8.0,6.0,17.0,2200.0
1942,이상민,18,넥,0.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,3.62,0.86,0.0,143.6,0.0,1.0,0.0,2.0,4200.0
1943,박경태,9,K,0.22,36.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,34.2,24.0,5.45,5.78,1.67,86.5,81.6,21.0,21.0,7.0,32.0,2300.0
1944,마일영,11,한,0.22,51.0,0.0,0.0,8.0,2.0,5.0,0.0,8.0,69.2,46.0,5.81,5.22,1.78,71.9,80.1,45.0,49.0,4.0,32.0,8300.0
1945,박민규,9,삼,0.22,9.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,20.0,12.0,4.95,6.09,1.75,98.6,80.2,11.0,16.0,2.0,8.0,0.0
1946,김세현,14,넥,0.22,34.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,45.0,43.0,8.0,5.52,2.02,65.9,95.9,40.0,29.0,3.0,33.0,7000.0
1947,윤희상,17,S,0.22,23.0,0.0,0.0,22.0,6.0,7.0,0.0,0.0,120.0,85.0,6.0,5.13,1.52,83.9,98.9,80.0,33.0,16.0,82.0,15000.0
1948,민경수,4,L,0.22,44.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,18.2,12.0,5.3,3.97,1.34,79.1,105.8,11.0,7.0,2.0,14.0,0.0
1949,오철민,4,K,0.22,34.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,30.0,21.0,6.0,4.98,1.53,72.7,87.6,20.0,11.0,5.0,23.0,4800.0
1950,윤근영,5,한,0.22,51.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,40.0,28.0,5.4,5.22,1.65,81.1,84.0,24.0,25.0,3.0,19.0,0.0
1951,진명호,17,롯,0.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.94,1.2,0.0,127.1,0.0,5.0,0.0,7.0,5000.0
1952,김승회,16,S,0.22,23.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,24.1,16.0,5.92,5.35,1.56,88.2,98.4,16.0,9.0,4.0,19.0,22000.0
1953,여건욱,17,L,0.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0.0,0.0,3.74,2.1,0.0,132.0,0.0,3.0,0.0,3.0,4000.0
1954,라미레즈,12,K,0.22,10.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.2,5.0,3.86,3.88,1.54,98.0,97.5,5.0,3.0,1.0,5.0,0.0
1955,안규영,12,두,0.21,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.2,6.0,3.95,3.54,1.54,96.8,108.0,6.0,6.0,0.0,6.0,2600.0
1956,배영수,19,두,0.21,37.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,45.1,25.0,4.57,4.9,1.35,89.9,83.2,23.0,11.0,4.0,10.0,900000.0
1957,문수호,13,N,0.21,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,2.57,2.92,1.43,167.1,147.1,2.0,2.0,0.0,6.0,0.0
1958,김성배,10,두,0.21,9.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,19.1,13.0,5.59,4.79,1.35,81.4,95.0,12.0,5.0,2.0,9.0,3500.0
1959,배힘찬,11,넥,0.21,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,10.0,5.87,3.32,1.83,70.0,123.7,10.0,8.0,0.0,14.0,3300.0
1960,서균,18,한,0.21,56.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,37.1,26.0,5.79,6.94,1.47,91.6,76.8,24.0,16.0,7.0,22.0,3000.0
1961,이동학,9,히,0.21,18.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,28.1,23.0,6.99,5.02,2.01,69.1,96.1,22.0,20.0,2.0,20.0,2800.0
1962,오승환,10,삼,0.21,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,7.0,4.5,5.36,1.29,102.5,86.1,7.0,5.0,4.0,19.0,26000.0
1963,홍성용,14,N,0.21,22.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.2,7.0,4.26,5.99,1.58,122.1,87.9,6.0,8.0,1.0,5.0,2400.0
1964,조현근,15,삼,0.21,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.1,10.0,3.26,4.39,1.29,151.5,112.0,7.0,7.0,1.0,11.0,4500.0
1965,정재훈,7,두,0.21,32.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,34.0,20.0,5.03,4.71,1.38,76.9,82.1,19.0,11.0,4.0,12.0,15000.0
1966,박준표,15,K,0.21,37.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,46.0,32.0,6.26,4.29,1.41,78.8,115.5,32.0,11.0,4.0,33.0,4500.0
1967,신동훈,14,L,0.21,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1,5.0,3.48,5.4,1.45,142.1,96.6,4.0,5.0,0.0,4.0,2500.0
1968,송현우,5,L,0.2,33.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,37.1,23.0,4.82,5.29,1.63,86.4,78.7,20.0,20.0,5.0,23.0,2200.0
1969,정재복,12,L,0.2,7.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,30.1,19.0,5.64,3.93,1.58,67.8,97.3,19.0,13.0,1.0,15.0,3800.0
1970,서동환,13,두,0.2,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.2,8.0,4.32,5.57,1.74,98.5,76.4,8.0,14.0,0.0,4.0,3000.0
1971,홍성민,19,롯,0.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,6.0,4.26,2.53,1.34,98.4,164.2,6.0,0.0,0.0,7.0,12000.0
1972,김현수,19,롯,0.2,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1,2.0,1.42,2.61,0.63,295.1,159.8,1.0,1.0,0.0,4.0,0.0
1973,김진웅,2,삼,0.2,18.0,1.0,1.0,6.0,1.0,4.0,3.0,0.0,50.1,40.0,6.97,4.37,1.59,61.9,98.6,39.0,21.0,9.0,60.0,10000.0
1974,우규민,17,삼,0.2,27.0,0.0,0.0,25.0,7.0,10.0,0.0,0.0,133.0,95.0,5.21,4.95,1.38,97.4,102.0,77.0,23.0,19.0,100.0,70000.0
1975,진해수,15,S,0.2,39.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,28.1,19.0,5.72,5.35,1.59,82.7,89.4,18.0,16.0,2.0,20.0,7500.0
1976,이동현,19,L,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.4,1.2,0.0,299.7,0.0,0.0,0.0,5.0,900000.0
1977,이상현,5,현,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,9.0,4.41,4.91,1.53,97.3,87.3,8.0,8.0,2.0,14.0,2000.0
1978,정성훈,7,두,0.2,9.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,3.05,1.67,96.7,126.7,4.0,4.0,0.0,5.0,8400.0
1979,전유수,18,S,0.2,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,11.0,5.5,6.0,1.61,95.6,88.1,11.0,8.0,3.0,15.0,8500.0
1980,심동섭,17,K,0.2,52.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,50.2,34.0,5.68,4.31,1.68,87.4,116.1,32.0,21.0,6.0,50.0,11000.0
1981,유혜정,3,한,0.2,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.2,6.0,3.68,5.9,1.16,117.9,73.6,6.0,8.0,3.0,10.0,1700.0
1982,정성종,19,롯,0.2,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49.2,33.0,5.44,5.52,1.77,77.1,75.9,30.0,24.0,6.0,24.0,900000.0
1983,전준호,11,S,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.6,4.09,1.1,114.0,100.3,4.0,2.0,1.0,5.0,11000.0
1984,하준영,19,K,0.19,59.0,0.0,0.0,0.0,6.0,2.0,0.0,15.0,52.2,31.0,4.96,4.35,1.71,84.6,96.3,29.0,31.0,5.0,51.0,2700.0
1985,클로이드,15,삼,0.19,28.0,0.0,0.0,28.0,11.0,11.0,0.0,0.0,159.2,103.0,5.19,4.97,1.43,95.2,99.0,92.0,38.0,24.0,123.0,900000.0
1986,조현근,14,삼,0.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,3.29,0.56,0.0,159.0,0.0,1.0,0.0,3.0,4000.0
1987,나이트,14,넥,0.19,6.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,29.1,22.0,5.52,7.13,1.98,95.5,75.3,18.0,22.0,5.0,19.0,900000.0
1988,송은범,14,K,0.19,27.0,0.0,0.0,11.0,4.0,8.0,0.0,0.0,78.2,73.0,7.32,5.98,2.0,71.3,88.3,64.0,43.0,11.0,60.0,30000.0
1989,정수민,16,N,0.19,15.0,0.0,0.0,11.0,3.0,3.0,0.0,0.0,48.0,34.0,6.19,5.71,1.83,82.3,90.5,33.0,29.0,4.0,31.0,2700.0
1990,니코스키,10,넥,0.19,9.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,32.1,24.0,6.68,4.99,1.7,68.1,91.2,24.0,17.0,3.0,25.0,0.0
1991,송승준,19,롯,0.19,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.1,7.0,4.4,4.66,1.54,95.4,90.4,7.0,6.0,2.0,13.0,40000.0
1993,김효남,11,삼,0.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.04,1.15,0.0,204.7,0.0,1.0,0.0,4.0,3300.0
1994,신윤호,6,L,0.19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,17.0,6.35,3.06,1.5,55.8,116.0,16.0,7.0,1.0,13.0,6800.0
1995,박정규,7,K,0.19,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.1,6.0,4.76,3.27,1.32,82.5,120.1,6.0,4.0,1.0,10.0,2000.0
1996,임경완,13,S,0.19,23.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,17.1,12.0,5.71,4.27,1.85,76.0,101.6,11.0,10.0,0.0,10.0,20000.0
1997,김영규,19,N,0.19,30.0,1.0,1.0,10.0,5.0,4.0,0.0,1.0,66.1,40.0,5.29,5.06,1.7,79.6,83.4,39.0,31.0,7.0,46.0,0.0
1998,전우엽,9,K,0.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.94,1.25,0.0,243.5,0.0,1.0,0.0,4.0,0.0
1999,송창현,16,한,0.19,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,6.0,5.06,3.42,1.41,103.7,152.2,6.0,6.0,0.0,11.0,3100.0
2000,이명호,2,롯,0.19,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.2,7.0,4.3,5.12,1.64,97.9,82.2,7.0,9.0,2.0,11.0,0.0
